amplitude_values,angular_frequency_values,time_values,output_values
1,1,3.14159265358979,1.22464679914735e-16
1,1.02255639097744,3.14159265358979,-0.0708036999041066
1,1.04511278195489,3.14159265358979,-0.141252003279541
1,1.06766917293233,3.14159265358979,-0.210991297497242
1,1.09022556390977,3.14159265358979,-0.279671528773146
1,1.11278195488722,3.14159265358979,-0.346947959250095
1,1.13533834586466,3.14159265358979,-0.412482897396639
1,1.15789473684211,3.14159265358979,-0.475947393037074
1,1.18045112781955,3.14159265358979,-0.537022888504566
1,1.20300751879699,3.14159265358979,-0.595402817629475
1,1.22556390977444,3.14159265358979,-0.650794144536793
1,1.24812030075188,3.14159265358979,-0.702918834528787
1,1.27067669172932,3.14159265358979,-0.751515249669776
1,1.29323308270677,3.14159265358979,-0.796339462067994
1,1.31578947368421,3.14159265358979,-0.837166478262529
1,1.33834586466165,3.14159265358979,-0.873791368569603
1,1.3609022556391,3.14159265358979,-0.906030295719473
1,1.38345864661654,3.14159265358979,-0.933721437620742
1,1.40601503759398,3.14159265358979,-0.956725799620305
1,1.42857142857143,3.14159265358979,-0.974927912181824
1,1.45112781954887,3.14159265358979,-0.988236410480754
1,1.47368421052632,3.14159265358979,-0.99658449300667
1,1.49624060150376,3.14159265358979,-0.999930256870955
1,1.5187969924812,3.14159265358979,-0.998256908136784
1,1.54135338345865,3.14159265358979,-0.991572846115666
1,1.56390977443609,3.14159265358979,-0.979911621207408
1,1.58646616541353,3.14159265358979,-0.963331766495142
1,1.60902255639098,3.14159265358979,-0.941916503940694
1,1.63157894736842,3.14159265358979,-0.915773326655057
1,1.65413533834586,3.14159265358979,-0.885033459340731
1,1.67669172932331,3.14159265358979,-0.849851199614225
1,1.69924812030075,3.14159265358979,-0.810403143514936
1,1.7218045112782,3.14159265358979,-0.766887299087918
1,1.74436090225564,3.14159265358979,-0.719522092489889
1,1.76691729323308,3.14159265358979,-0.668545271607295
1,1.78947368421053,3.14159265358979,-0.614212712689668
1,1.81203007518797,3.14159265358979,-0.556797135988342
1,1.83458646616541,3.14159265358979,-0.49658673684733
1,1.85714285714286,3.14159265358979,-0.433883739117558
1,1.8796992481203,3.14159265358979,-0.369002878155519
1,1.90225563909774,3.14159265358979,-0.302269821020907
1,1.92481203007519,3.14159265358979,-0.234019531802963
1,1.94736842105263,3.14159265358979,-0.164594590280735
1,1.96992481203008,3.14159265358979,-0.0943434723566627
1,1.99248120300752,3.14159265358979,-0.0236188008947979
1,2.01503759398496,3.14159265358979,0.0472244242565036
1,2.03759398496241,3.14159265358979,0.117830608173066
1,2.06015037593985,3.14159265358979,0.187845345750346
1,2.08270676691729,3.14159265358979,0.256917200626619
1,2.10526315789474,3.14159265358979,0.324699469204684
1,2.12781954887218,3.14159265358979,0.390851920917622
1,2.15037593984962,3.14159265358979,0.455042506003437
1,2.17293233082707,3.14159265358979,0.516949022216425
1,2.19548872180451,3.14159265358979,0.576260732109337
1,2.21804511278195,3.14159265358979,0.63267992276838
1,2.2406015037594,3.14159265358979,0.685923400172088
1,2.26315789473684,3.14159265358979,0.735723910673131
1,2.28571428571429,3.14159265358979,0.78183148246803
1,2.30827067669173,3.14159265358979,0.824014680321286
1,2.33082706766917,3.14159265358979,0.862061767245909
1,2.35338345864662,3.14159265358979,0.895781767309325
1,2.37593984962406,3.14159265358979,0.925005424229933
1,2.3984962406015,3.14159265358979,0.949586050952693
1,2.42105263157895,3.14159265358979,0.96940026593933
1,2.44360902255639,3.14159265358979,0.984348612477354
1,2.46616541353383,3.14159265358979,0.994356057899317
1,2.48872180451128,3.14159265358979,0.999372370206485
1,2.51127819548872,3.14159265358979,0.999372370206485
1,2.53383458646617,3.14159265358979,0.994356057899317
1,2.55639097744361,3.14159265358979,0.984348612477354
1,2.57894736842105,3.14159265358979,0.969400265939331
1,2.6015037593985,3.14159265358979,0.949586050952693
1,2.62406015037594,3.14159265358979,0.925005424229932
1,2.64661654135338,3.14159265358979,0.895781767309326
1,2.66917293233083,3.14159265358979,0.862061767245909
1,2.69172932330827,3.14159265358979,0.824014680321286
1,2.71428571428571,3.14159265358979,0.78183148246803
1,2.73684210526316,3.14159265358979,0.735723910673132
1,2.7593984962406,3.14159265358979,0.685923400172088
1,2.78195488721805,3.14159265358979,0.632679922768381
1,2.80451127819549,3.14159265358979,0.576260732109337
1,2.82706766917293,3.14159265358979,0.516949022216425
1,2.84962406015038,3.14159265358979,0.455042506003437
1,2.87218045112782,3.14159265358979,0.390851920917622
1,2.89473684210526,3.14159265358979,0.324699469204685
1,2.91729323308271,3.14159265358979,0.256917200626619
1,2.93984962406015,3.14159265358979,0.187845345750347
1,2.96240601503759,3.14159265358979,0.117830608173068
1,2.98496240601504,3.14159265358979,0.0472244242565033
1,3.00751879699248,3.14159265358979,-0.0236188008947973
1,3.03007518796993,3.14159265358979,-0.094343472356663
1,3.05263157894737,3.14159265358979,-0.164594590280734
1,3.07518796992481,3.14159265358979,-0.234019531802962
1,3.09774436090226,3.14159265358979,-0.302269821020906
1,3.1203007518797,3.14159265358979,-0.369002878155519
1,3.14285714285714,3.14159265358979,-0.433883739117558
1,3.16541353383459,3.14159265358979,-0.49658673684733
1,3.18796992481203,3.14159265358979,-0.556797135988341
1,3.21052631578947,3.14159265358979,-0.614212712689668
1,3.23308270676692,3.14159265358979,-0.668545271607295
1,3.25563909774436,3.14159265358979,-0.719522092489888
1,3.2781954887218,3.14159265358979,-0.766887299087917
1,3.30075187969925,3.14159265358979,-0.810403143514936
1,3.32330827067669,3.14159265358979,-0.849851199614225
1,3.34586466165414,3.14159265358979,-0.885033459340731
1,3.36842105263158,3.14159265358979,-0.915773326655057
1,3.39097744360902,3.14159265358979,-0.941916503940694
1,3.41353383458647,3.14159265358979,-0.963331766495142
1,3.43609022556391,3.14159265358979,-0.979911621207408
1,3.45864661654135,3.14159265358979,-0.991572846115665
1,3.4812030075188,3.14159265358979,-0.998256908136784
1,3.50375939849624,3.14159265358979,-0.999930256870955
1,3.52631578947368,3.14159265358979,-0.99658449300667
1,3.54887218045113,3.14159265358979,-0.988236410480754
1,3.57142857142857,3.14159265358979,-0.974927912181824
1,3.59398496240602,3.14159265358979,-0.956725799620304
1,3.61654135338346,3.14159265358979,-0.933721437620742
1,3.6390977443609,3.14159265358979,-0.906030295719473
1,3.66165413533835,3.14159265358979,-0.873791368569603
1,3.68421052631579,3.14159265358979,-0.837166478262529
1,3.70676691729323,3.14159265358979,-0.796339462067994
1,3.72932330827068,3.14159265358979,-0.751515249669777
1,3.75187969924812,3.14159265358979,-0.702918834528786
1,3.77443609022556,3.14159265358979,-0.650794144536794
1,3.79699248120301,3.14159265358979,-0.595402817629476
1,3.81954887218045,3.14159265358979,-0.537022888504567
1,3.84210526315789,3.14159265358979,-0.475947393037074
1,3.86466165413534,3.14159265358979,-0.41248289739664
1,3.88721804511278,3.14159265358979,-0.346947959250096
1,3.90977443609023,3.14159265358979,-0.279671528773148
1,3.93233082706767,3.14159265358979,-0.210991297497243
1,3.95488721804511,3.14159265358979,-0.141252003279541
1,3.97744360902256,3.14159265358979,-0.0708036999041068
