amplitude_values,angular_frequency_values,time_values,output_values
1,1,3.14159265358979,1.22464679914735e-16
1,2,3.14159265358979,-2.44929359829471e-16
1,3,3.14159265358979,3.67394039744206e-16
1,4,3.14159265358979,-4.89858719658941e-16
1,5,3.14159265358979,6.12323399573677e-16
1,6,3.14159265358979,-7.34788079488412e-16
1,7,3.14159265358979,8.57252759403147e-16
1,8,3.14159265358979,-9.79717439317883e-16
1,9,3.14159265358979,1.10218211923262e-15
1,10,3.14159265358979,-1.22464679914735e-15
2,1,3.14159265358979,2.44929359829471e-16
2,2,3.14159265358979,-4.89858719658941e-16
2,3,3.14159265358979,7.34788079488412e-16
2,4,3.14159265358979,-9.79717439317883e-16
2,5,3.14159265358979,1.22464679914735e-15
2,6,3.14159265358979,-1.46957615897682e-15
2,7,3.14159265358979,1.71450551880629e-15
2,8,3.14159265358979,-1.95943487863577e-15
2,9,3.14159265358979,2.20436423846524e-15
2,10,3.14159265358979,-2.44929359829471e-15
3,1,3.14159265358979,3.67394039744206e-16
3,2,3.14159265358979,-7.34788079488412e-16
3,3,3.14159265358979,1.10218211923262e-15
3,4,3.14159265358979,-1.46957615897682e-15
3,5,3.14159265358979,1.83697019872103e-15
3,6,3.14159265358979,-2.20436423846524e-15
3,7,3.14159265358979,2.57175827820944e-15
3,8,3.14159265358979,-2.93915231795365e-15
3,9,3.14159265358979,3.30654635769785e-15
3,10,3.14159265358979,-3.67394039744206e-15
4,1,3.14159265358979,4.89858719658941e-16
4,2,3.14159265358979,-9.79717439317883e-16
4,3,3.14159265358979,1.46957615897682e-15
4,4,3.14159265358979,-1.95943487863577e-15
4,5,3.14159265358979,2.44929359829471e-15
4,6,3.14159265358979,-2.93915231795365e-15
4,7,3.14159265358979,3.42901103761259e-15
4,8,3.14159265358979,-3.91886975727153e-15
4,9,3.14159265358979,4.40872847693047e-15
4,10,3.14159265358979,-4.89858719658941e-15
5,1,3.14159265358979,6.12323399573677e-16
5,2,3.14159265358979,-1.22464679914735e-15
5,3,3.14159265358979,1.83697019872103e-15
5,4,3.14159265358979,-2.44929359829471e-15
5,5,3.14159265358979,3.06161699786838e-15
5,6,3.14159265358979,-3.67394039744206e-15
5,7,3.14159265358979,4.28626379701574e-15
5,8,3.14159265358979,-4.89858719658941e-15
5,9,3.14159265358979,5.51091059616309e-15
5,10,3.14159265358979,-6.12323399573677e-15
6,1,3.14159265358979,7.34788079488412e-16
6,2,3.14159265358979,-1.46957615897682e-15
6,3,3.14159265358979,2.20436423846524e-15
6,4,3.14159265358979,-2.93915231795365e-15
6,5,3.14159265358979,3.67394039744206e-15
6,6,3.14159265358979,-4.40872847693047e-15
6,7,3.14159265358979,5.14351655641888e-15
6,8,3.14159265358979,-5.8783046359073e-15
6,9,3.14159265358979,6.61309271539571e-15
6,10,3.14159265358979,-7.34788079488412e-15
7,1,3.14159265358979,8.57252759403147e-16
7,2,3.14159265358979,-1.71450551880629e-15
7,3,3.14159265358979,2.57175827820944e-15
7,4,3.14159265358979,-3.42901103761259e-15
7,5,3.14159265358979,4.28626379701574e-15
7,6,3.14159265358979,-5.14351655641888e-15
7,7,3.14159265358979,6.00076931582203e-15
7,8,3.14159265358979,-6.85802207522518e-15
7,9,3.14159265358979,7.71527483462833e-15
7,10,3.14159265358979,-8.57252759403147e-15
8,1,3.14159265358979,9.79717439317883e-16
8,2,3.14159265358979,-1.95943487863577e-15
8,3,3.14159265358979,2.93915231795365e-15
8,4,3.14159265358979,-3.91886975727153e-15
8,5,3.14159265358979,4.89858719658941e-15
8,6,3.14159265358979,-5.8783046359073e-15
8,7,3.14159265358979,6.85802207522518e-15
8,8,3.14159265358979,-7.83773951454306e-15
8,9,3.14159265358979,8.81745695386094e-15
8,10,3.14159265358979,-9.79717439317883e-15
9,1,3.14159265358979,1.10218211923262e-15
9,2,3.14159265358979,-2.20436423846524e-15
9,3,3.14159265358979,3.30654635769785e-15
9,4,3.14159265358979,-4.40872847693047e-15
9,5,3.14159265358979,5.51091059616309e-15
9,6,3.14159265358979,-6.61309271539571e-15
9,7,3.14159265358979,7.71527483462833e-15
9,8,3.14159265358979,-8.81745695386094e-15
9,9,3.14159265358979,9.91963907309356e-15
9,10,3.14159265358979,-1.10218211923262e-14
10,1,3.14159265358979,1.22464679914735e-15
10,2,3.14159265358979,-2.44929359829471e-15
10,3,3.14159265358979,3.67394039744206e-15
10,4,3.14159265358979,-4.89858719658941e-15
10,5,3.14159265358979,6.12323399573677e-15
10,6,3.14159265358979,-7.34788079488412e-15
10,7,3.14159265358979,8.57252759403147e-15
10,8,3.14159265358979,-9.79717439317883e-15
10,9,3.14159265358979,1.10218211923262e-14
10,10,3.14159265358979,-1.22464679914735e-14
11,1,3.14159265358979,1.34711147906209e-15
11,2,3.14159265358979,-2.69422295812418e-15
11,3,3.14159265358979,4.04133443718627e-15
11,4,3.14159265358979,-5.38844591624835e-15
11,5,3.14159265358979,6.73555739531044e-15
11,6,3.14159265358979,-8.08266887437253e-15
11,7,3.14159265358979,9.42978035343462e-15
11,8,3.14159265358979,-1.07768918324967e-14
11,9,3.14159265358979,1.21240033115588e-14
11,10,3.14159265358979,-1.34711147906209e-14
12,1,3.14159265358979,1.46957615897682e-15
12,2,3.14159265358979,-2.93915231795365e-15
12,3,3.14159265358979,4.40872847693047e-15
12,4,3.14159265358979,-5.8783046359073e-15
12,5,3.14159265358979,7.34788079488412e-15
12,6,3.14159265358979,-8.81745695386094e-15
12,7,3.14159265358979,1.02870331128378e-14
12,8,3.14159265358979,-1.17566092718146e-14
12,9,3.14159265358979,1.32261854307914e-14
12,10,3.14159265358979,-1.46957615897682e-14
13,1,3.14159265358979,1.59204083889156e-15
13,2,3.14159265358979,-3.18408167778312e-15
13,3,3.14159265358979,4.77612251667468e-15
13,4,3.14159265358979,-6.36816335556624e-15
13,5,3.14159265358979,7.9602041944578e-15
13,6,3.14159265358979,-9.55224503334935e-15
13,7,3.14159265358979,1.11442858722409e-14
13,8,3.14159265358979,-1.27363267111325e-14
13,9,3.14159265358979,1.4328367550024e-14
13,10,3.14159265358979,-1.59204083889156e-14
14,1,3.14159265358979,1.71450551880629e-15
14,2,3.14159265358979,-3.42901103761259e-15
14,3,3.14159265358979,5.14351655641888e-15
14,4,3.14159265358979,-6.85802207522518e-15
14,5,3.14159265358979,8.57252759403147e-15
14,6,3.14159265358979,-1.02870331128378e-14
14,7,3.14159265358979,1.20015386316441e-14
14,8,3.14159265358979,-1.37160441504504e-14
14,9,3.14159265358979,1.54305496692567e-14
14,10,3.14159265358979,-1.71450551880629e-14
15,1,3.14159265358979,1.83697019872103e-15
15,2,3.14159265358979,-3.67394039744206e-15
15,3,3.14159265358979,5.51091059616309e-15
15,4,3.14159265358979,-7.34788079488412e-15
15,5,3.14159265358979,9.18485099360515e-15
15,6,3.14159265358979,-1.10218211923262e-14
15,7,3.14159265358979,1.28587913910472e-14
15,8,3.14159265358979,-1.46957615897682e-14
15,9,3.14159265358979,1.65327317884893e-14
15,10,3.14159265358979,-1.83697019872103e-14
16,1,3.14159265358979,1.95943487863577e-15
16,2,3.14159265358979,-3.91886975727153e-15
16,3,3.14159265358979,5.8783046359073e-15
16,4,3.14159265358979,-7.83773951454306e-15
16,5,3.14159265358979,9.79717439317883e-15
16,6,3.14159265358979,-1.17566092718146e-14
16,7,3.14159265358979,1.37160441504504e-14
16,8,3.14159265358979,-1.56754790290861e-14
16,9,3.14159265358979,1.76349139077219e-14
16,10,3.14159265358979,-1.95943487863577e-14
17,1,3.14159265358979,2.0818995585505e-15
17,2,3.14159265358979,-4.163799117101e-15
17,3,3.14159265358979,6.2456986756515e-15
17,4,3.14159265358979,-8.327598234202e-15
17,5,3.14159265358979,1.04094977927525e-14
17,6,3.14159265358979,-1.2491397351303e-14
17,7,3.14159265358979,1.45732969098535e-14
17,8,3.14159265358979,-1.6655196468404e-14
17,9,3.14159265358979,1.87370960269545e-14
17,10,3.14159265358979,-2.0818995585505e-14
18,1,3.14159265358979,2.20436423846524e-15
18,2,3.14159265358979,-4.40872847693047e-15
18,3,3.14159265358979,6.61309271539571e-15
18,4,3.14159265358979,-8.81745695386094e-15
18,5,3.14159265358979,1.10218211923262e-14
18,6,3.14159265358979,-1.32261854307914e-14
18,7,3.14159265358979,1.54305496692567e-14
18,8,3.14159265358979,-1.76349139077219e-14
18,9,3.14159265358979,1.98392781461871e-14
18,10,3.14159265358979,-2.20436423846524e-14
19,1,3.14159265358979,2.32682891837997e-15
19,2,3.14159265358979,-4.65365783675994e-15
19,3,3.14159265358979,6.98048675513991e-15
19,4,3.14159265358979,-9.30731567351988e-15
19,5,3.14159265358979,1.16341445918999e-14
19,6,3.14159265358979,-1.39609735102798e-14
19,7,3.14159265358979,1.62878024286598e-14
19,8,3.14159265358979,-1.86146313470398e-14
19,9,3.14159265358979,2.09414602654197e-14
19,10,3.14159265358979,-2.32682891837997e-14
20,1,3.14159265358979,2.44929359829471e-15
20,2,3.14159265358979,-4.89858719658941e-15
20,3,3.14159265358979,7.34788079488412e-15
20,4,3.14159265358979,-9.79717439317883e-15
20,5,3.14159265358979,1.22464679914735e-14
20,6,3.14159265358979,-1.46957615897682e-14
20,7,3.14159265358979,1.71450551880629e-14
20,8,3.14159265358979,-1.95943487863577e-14
20,9,3.14159265358979,2.20436423846524e-14
20,10,3.14159265358979,-2.44929359829471e-14
21,1,3.14159265358979,2.57175827820944e-15
21,2,3.14159265358979,-5.14351655641888e-15
21,3,3.14159265358979,7.71527483462833e-15
21,4,3.14159265358979,-1.02870331128378e-14
21,5,3.14159265358979,1.28587913910472e-14
21,6,3.14159265358979,-1.54305496692567e-14
21,7,3.14159265358979,1.80023079474661e-14
21,8,3.14159265358979,-2.05740662256755e-14
21,9,3.14159265358979,2.3145824503885e-14
21,10,3.14159265358979,-2.57175827820944e-14
22,1,3.14159265358979,2.69422295812418e-15
22,2,3.14159265358979,-5.38844591624835e-15
22,3,3.14159265358979,8.08266887437253e-15
22,4,3.14159265358979,-1.07768918324967e-14
22,5,3.14159265358979,1.34711147906209e-14
22,6,3.14159265358979,-1.61653377487451e-14
22,7,3.14159265358979,1.88595607068692e-14
22,8,3.14159265358979,-2.15537836649934e-14
22,9,3.14159265358979,2.42480066231176e-14
22,10,3.14159265358979,-2.69422295812418e-14
23,1,3.14159265358979,2.81668763803891e-15
23,2,3.14159265358979,-5.63337527607782e-15
23,3,3.14159265358979,8.45006291411674e-15
23,4,3.14159265358979,-1.12667505521556e-14
23,5,3.14159265358979,1.40834381901946e-14
23,6,3.14159265358979,-1.69001258282335e-14
23,7,3.14159265358979,1.97168134662724e-14
23,8,3.14159265358979,-2.25335011043113e-14
23,9,3.14159265358979,2.53501887423502e-14
23,10,3.14159265358979,-2.81668763803891e-14
24,1,3.14159265358979,2.93915231795365e-15
24,2,3.14159265358979,-5.8783046359073e-15
24,3,3.14159265358979,8.81745695386094e-15
24,4,3.14159265358979,-1.17566092718146e-14
24,5,3.14159265358979,1.46957615897682e-14
24,6,3.14159265358979,-1.76349139077219e-14
24,7,3.14159265358979,2.05740662256755e-14
24,8,3.14159265358979,-2.35132185436292e-14
24,9,3.14159265358979,2.64523708615828e-14
24,10,3.14159265358979,-2.93915231795365e-14
25,1,3.14159265358979,3.06161699786838e-15
25,2,3.14159265358979,-6.12323399573677e-15
25,3,3.14159265358979,9.18485099360515e-15
25,4,3.14159265358979,-1.22464679914735e-14
25,5,3.14159265358979,1.53080849893419e-14
25,6,3.14159265358979,-1.83697019872103e-14
25,7,3.14159265358979,2.14313189850787e-14
25,8,3.14159265358979,-2.44929359829471e-14
25,9,3.14159265358979,2.75545529808154e-14
25,10,3.14159265358979,-3.06161699786838e-14
26,1,3.14159265358979,3.18408167778312e-15
26,2,3.14159265358979,-6.36816335556624e-15
26,3,3.14159265358979,9.55224503334935e-15
26,4,3.14159265358979,-1.27363267111325e-14
26,5,3.14159265358979,1.59204083889156e-14
26,6,3.14159265358979,-1.91044900666987e-14
26,7,3.14159265358979,2.22885717444818e-14
26,8,3.14159265358979,-2.54726534222649e-14
26,9,3.14159265358979,2.86567351000481e-14
26,10,3.14159265358979,-3.18408167778312e-14
27,1,3.14159265358979,3.30654635769785e-15
27,2,3.14159265358979,-6.61309271539571e-15
27,3,3.14159265358979,9.91963907309356e-15
27,4,3.14159265358979,-1.32261854307914e-14
27,5,3.14159265358979,1.65327317884893e-14
27,6,3.14159265358979,-1.98392781461871e-14
27,7,3.14159265358979,2.3145824503885e-14
27,8,3.14159265358979,-2.64523708615828e-14
27,9,3.14159265358979,2.97589172192807e-14
27,10,3.14159265358979,-3.30654635769785e-14
28,1,3.14159265358979,3.42901103761259e-15
28,2,3.14159265358979,-6.85802207522518e-15
28,3,3.14159265358979,1.02870331128378e-14
28,4,3.14159265358979,-1.37160441504504e-14
28,5,3.14159265358979,1.71450551880629e-14
28,6,3.14159265358979,-2.05740662256755e-14
28,7,3.14159265358979,2.40030772632881e-14
28,8,3.14159265358979,-2.74320883009007e-14
28,9,3.14159265358979,3.08610993385133e-14
28,10,3.14159265358979,-3.42901103761259e-14
29,1,3.14159265358979,3.55147571752732e-15
29,2,3.14159265358979,-7.10295143505465e-15
29,3,3.14159265358979,1.0654427152582e-14
29,4,3.14159265358979,-1.42059028701093e-14
29,5,3.14159265358979,1.77573785876366e-14
29,6,3.14159265358979,-2.13088543051639e-14
29,7,3.14159265358979,2.48603300226913e-14
29,8,3.14159265358979,-2.84118057402186e-14
29,9,3.14159265358979,3.19632814577459e-14
29,10,3.14159265358979,-3.55147571752732e-14
30,1,3.14159265358979,3.67394039744206e-15
30,2,3.14159265358979,-7.34788079488412e-15
30,3,3.14159265358979,1.10218211923262e-14
30,4,3.14159265358979,-1.46957615897682e-14
30,5,3.14159265358979,1.83697019872103e-14
30,6,3.14159265358979,-2.20436423846524e-14
30,7,3.14159265358979,2.57175827820944e-14
30,8,3.14159265358979,-2.93915231795365e-14
30,9,3.14159265358979,3.30654635769785e-14
30,10,3.14159265358979,-3.67394039744206e-14
31,1,3.14159265358979,3.7964050773568e-15
31,2,3.14159265358979,-7.59281015471359e-15
31,3,3.14159265358979,1.13892152320704e-14
31,4,3.14159265358979,-1.51856203094272e-14
31,5,3.14159265358979,1.8982025386784e-14
31,6,3.14159265358979,-2.27784304641408e-14
31,7,3.14159265358979,2.65748355414976e-14
31,8,3.14159265358979,-3.03712406188544e-14
31,9,3.14159265358979,3.41676456962112e-14
31,10,3.14159265358979,-3.7964050773568e-14
32,1,3.14159265358979,3.91886975727153e-15
32,2,3.14159265358979,-7.83773951454306e-15
